RBR XR-620  6.60 018573 (Windows: 6.13 - Minimum required: 6.13)
Host time     18/06/22 09:41:55
Logger time   18/06/22 09:42:03
Logging start 18/04/30 08:24:20
Logging end   18/06/15 15:00:00
Sample period          00:01:00
Number of channels =  3, number of samples =  66636, mode: Logging Complete
N03%9.4f
Calibration  1: -0.002382818000000
                154.906994200000010
                0.000000000000000
                0.000000000000000 mS/cm
Calibration  2: 0.003426915600263
                -0.000257234520228
                0.000002313140325
                -0.000000071195509 Degrees_C
Calibration  3: 8.129605369038000
                930.138389642962010
                20.635332533391001
                1.799385691527000 deciBars
Correction to conductivity: 1.4000000e-005 -2.0000000e-004 1.4900000e+001 7.0000000e-007
Memory type: 6 AT45DB642D_LP
Averaging: NONE
Logger start:Now 

     Cond      Temp      Pres  Salinity  DensAnom 
  31.7100   10.5305   10.2259   28.1415   21.5187 
  31.7138   10.5258   10.2243   28.1488   21.5251 
  31.7010   10.5168   10.2169   28.1432   21.5222 
  31.6964   10.5104   10.2222   28.1436   21.5235 
  31.6784   10.4975   10.2175   28.1359   21.5196 
  31.6797   10.4848   10.2192   28.1470   21.5302 
  31.6740   10.4819   10.2239   28.1437   21.5282 
  31.6517   10.4759   10.2259   28.1263   21.5157 
  31.6548   10.4633   10.2219   28.1391   21.5276 
  31.6492   10.4569   10.2234   28.1386   21.5282 
  31.6404   10.4477   10.2192   28.1369   21.5284 
  31.6360   10.4388   10.2223   28.1395   21.5319 
  31.6387   10.4334   10.2220   28.1464   21.5381 
  31.6356   10.4290   10.2255   28.1466   21.5390 
  31.6251   10.4164   10.2229   28.1460   21.5406 
  31.6193   10.4030   10.2259   28.1507   21.5463 
  31.6121   10.3995   10.2245   28.1464   21.5435 
  31.6024   10.3934   10.2254   28.1415   21.5408 
  31.5986   10.3868   10.2279   28.1429   21.5429 
  31.5837   10.3773   10.2238   28.1356   21.5387 
  31.5884   10.3681   10.2210   28.1473   21.5493 
  31.5819   10.3604   10.2264   28.1469   21.5503 
  31.5801   10.3552   10.2221   28.1491   21.5528 
  31.5718   10.3417   10.2267   28.1514   21.5567 
  31.5715   10.3381   10.2190   28.1539   21.5592 
  31.5555   10.3297   10.2188   28.1446   21.5533 
  31.5567   10.3180   10.2221   28.1548   21.5631 
  31.5537   10.3156   10.2232   28.1537   21.5627 
  31.5384   10.2955   10.2231   28.1542   21.5663 
  31.5274   10.2981   10.2224   28.1413   21.5558 
  31.5342   10.2894   10.2227   28.1547   21.5676 
  31.5224   10.2824   10.2242   28.1486   21.5640 
  31.5225   10.2762   10.2240   28.1534   21.5687 
  31.5185   10.2679   10.2288   28.1559   21.5720 
  31.5097   10.2566   10.2230   28.1560   21.5738 
  31.4932   10.2513   10.2223   28.1437   21.5652 
  31.4929   10.2460   10.2250   28.1476   21.5690 
  31.4927   10.2365   10.2214   28.1548   21.5761 
  31.4928   10.2290   10.2247   28.1607   21.5819 
  31.4849   10.2224   10.2233   28.1579   21.5808 
  31.4776   10.2103   10.2225   28.1602   21.5845 
  31.4750   10.2077   10.2211   28.1597   21.5845 
  31.4682   10.2001   10.2196   28.1588   21.5850 
  31.4617   10.1906   10.2252   28.1597   21.5873 
  31.4581   10.1821   10.2259   28.1628   21.5910 
  31.4378   10.1760   10.2220   28.1474   21.5799 
  31.4459   10.1679   10.2249   28.1617   21.5924 
  31.4416   10.1597   10.2265   28.1638   21.5953 
  31.4334   10.1542   10.2211   28.1599   21.5931 
  31.4321   10.1464   10.2214   28.1647   21.5981 
  31.4331   10.1375   10.2233   28.1726   21.6057 
  31.4196   10.1307   10.2235   28.1645   21.6004 
  31.4187   10.1214   10.2223   28.1708   21.6068 
  31.4099   10.1138   10.2237   28.1680   21.6058 
  31.4060   10.1074   10.2221   28.1692   21.6077 
  31.4023   10.0997   10.2217   28.1714   21.6107 
  31.3791   10.0903   10.2219   28.1557   21.5999 
  31.3896   10.0833   10.2203   28.1716   21.6134 
  31.3859   10.0762   10.2207   28.1735   21.6160 
  31.3759   10.0663   10.2230   28.1712   21.6158 
  31.3769   10.0631   10.2231   28.1747   21.6190 
  31.3600   10.0459   10.2190   28.1713   21.6191 
  31.3511   10.0444   10.2234   28.1636   21.6133 
  31.3490   10.0370   10.2201   28.1673   21.6173 
  31.3527   10.0291   10.2216   28.1771   21.6262 
  31.3459   10.0210   10.2233   28.1767   21.6271 
  31.3412   10.0153   10.2233   28.1764   21.6278 
  31.3373   10.0059   10.2215   28.1799   21.6320 
  31.3281    9.9984   10.2274   28.1766   21.6306 
  31.3289    9.9905   10.2211   28.1835   21.6372 
  31.3218    9.9849   10.2210   28.1808   21.6360 
  31.3148    9.9754   10.2203   28.1813   21.6378 
  31.3090    9.9683   10.2197   28.1810   21.6388 
  31.3091    9.9612   10.2218   28.1867   21.6443 
  31.2885    9.9511   10.2229   28.1740   21.6360 
  31.2948    9.9454   10.2249   28.1848   21.6453 
  31.2883    9.9361   10.2221   28.1855   21.6473 
  31.2718    9.9291   10.2214   28.1746   21.6399 
  31.2735    9.9196   10.2214   28.1837   21.6484 
  31.2691    9.9119   10.2215   28.1853   21.6509 
  31.2698    9.9078   10.2245   28.1891   21.6545 
  31.2636    9.8987   10.2242   28.1901   21.6567 
  31.2537    9.8883   10.2226   28.1884   21.6569 
  31.2542    9.8825   10.2289   28.1934   21.6618 
  31.2524    9.8787   10.2231   28.1945   21.6632 
  31.2485    9.8682   10.2293   28.1988   21.6682 
  31.2408    9.8628   10.2237   28.1954   21.6663 
  31.2278    9.8529   10.2274   28.1902   21.6638 
  31.2214    9.8446   10.2258   28.1903   21.6653 
  31.2213    9.8354   10.2223   28.1973   21.6721 
  31.2217    9.8308   10.2231   28.2014   21.6760 
  31.2117    9.8214   10.2249   28.1988   21.6754 
  31.2078    9.8137   10.2220   28.2009   21.6782 
  31.1974    9.8056   10.2202   28.1968   21.6762 
  31.2017    9.7948   10.2253   28.2095   21.6879 
  31.1823    9.7919   10.2273   28.1925   21.6751 
  31.1858    9.7838   10.2275   28.2022   21.6839 
  31.1756    9.7768   10.2246   28.1976   21.6813 
  31.1757    9.7696   10.2272   28.2032   21.6869 
  31.1681    9.7568   10.2247   28.2056   21.6907 
  31.1690    9.7536   10.2279   28.2091   21.6939 
  31.1586    9.7449   10.2226   28.2055   21.6924 
  31.1561    9.7383   10.2237   28.2081   21.6955 
  31.1516    9.7282   10.2230   28.2116   21.6997 
  31.1372    9.7217   10.2235   28.2022   21.6934 
  31.1465    9.7163   10.2276   28.2158   21.7048 
  31.1422    9.7066   10.2260   28.2191   21.7089 
  31.1356    9.6996   10.2247   28.2179   21.7090 
  31.1224    9.6912   10.2224   28.2113   21.7052 
  31.1322    9.6851   10.2263   28.2258   21.7174 
  31.1110    9.6782   10.2239   28.2101   21.7062 
  31.1190    9.6698   10.2263   28.2247   21.7189 
  31.1063    9.6618   10.2302   28.2182   21.7151 
  31.1059    9.6503   10.2227   28.2268   21.7235 
  31.1016    9.6450   10.2280   28.2267   21.7242 
  31.0954    9.6378   10.2264   28.2261   21.7249 
  31.0954    9.6293   10.2280   28.2328   21.7314 
  31.0677    9.6220   10.2280   28.2107   21.7153 
  31.0848    9.6151   10.2250   28.2333   21.7339 
  31.0579    9.6076   10.2245   28.2121   21.7186 
  31.0645    9.5987   10.2250   28.2258   21.7306 
  31.0634    9.5937   10.2244   28.2286   21.7335 
  31.0666    9.5873   10.2266   28.2369   21.7410 
  31.0603    9.5797   10.2222   28.2365   21.7418 
  31.0466    9.5709   10.2309   28.2296   21.7379 
  31.0388    9.5621   10.2258   28.2287   21.7384 
  31.0236    9.5538   10.2223   28.2200   21.7329 
  31.0344    9.5506   10.2222   28.2334   21.7438 
  31.0320    9.5405   10.2294   28.2388   21.7496 
  31.0340    9.5329   10.2301   28.2469   21.7570 
  31.0192    9.5235   10.2275   28.2393   21.7526 
  31.0247    9.5192   10.2295   28.2483   21.7602 
  31.0175    9.5084   10.2226   28.2495   21.7628 
  31.0025    9.5012   10.2310   28.2400   21.7565 
  30.9983    9.4939   10.2269   28.2416   21.7588 
  31.0039    9.4899   10.2297   28.2504   21.7663 
  31.0007    9.4804   10.2314   28.2547   21.7711 
  30.9880    9.4716   10.2308   28.2487   21.7678 
  30.9804    9.4633   10.2302   28.2476   21.7682 
  30.9803    9.4560   10.2295   28.2533   21.7737 
  30.9777    9.4506   10.2287   28.2549   21.7758 
  30.9750    9.4320   10.2253   28.2668   21.7878 
  30.9715    9.4350   10.2246   28.2610   21.7828 
  30.9610    9.4248   10.2286   28.2584   21.7823 
  30.9620    9.4158   10.2246   28.2666   21.7901 
  30.9600    9.4144   10.2276   28.2656   21.7895 
  30.9495    9.4020   10.2302   28.2648   21.7908 
  30.9503    9.3962   10.2305   28.2702   21.7958 
  30.9430    9.3828   10.2315   28.2734   21.8004 
  30.9409    9.3806   10.2331   28.2730   21.8004 
  30.9296    9.3751   10.2289   28.2660   21.7957 
  30.9341    9.3670   10.2295   28.2769   21.8054 
  30.9270    9.3602   10.2306   28.2751   21.8050 
  30.9156    9.3513   10.2266   28.2707   21.8029 
  30.9150    9.3453   10.2273   28.2748   21.8070 
  30.9103    9.3360   10.2312   28.2773   21.8104 
  30.9048    9.3271   10.2299   28.2788   21.8129 
  30.9070    9.3228   10.2323   28.2844   21.8179 
  30.8890    9.3148   10.2305   28.2725   21.8098 
  30.8928    9.3071   10.2305   28.2825   21.8188 
  30.8914    9.2990   10.2323   28.2875   21.8239 
  30.8816    9.2921   10.2331   28.2830   21.8214 
  30.8807    9.2840   10.2305   28.2884   21.8268 
  30.8866    9.2768   10.2316   28.3001   21.8370 
  30.8750    9.2694   10.2321   28.2943   21.8336 
  30.8587    9.2610   10.2276   28.2844   21.8271 
  30.8633    9.2504   10.2303   28.2974   21.8388 
  30.8631    9.2485   10.2295   28.2988   21.8402 
  30.8483    9.2411   10.2262   28.2897   21.8342 
  30.8504    9.2311   10.2309   28.2997   21.8435 
  30.8530    9.2239   10.2272   28.3081   21.8511 
  30.8363    9.2176   10.2299   28.2960   21.8426 
  30.8401    9.2103   10.2301   28.3057   21.8512 
  30.8426    9.2040   10.2298   28.3132   21.8580 
  30.8358    9.1952   10.2336   28.3132   21.8594 
  30.8306    9.1864   10.2335   28.3150   21.8621 
  30.8274    9.1790   10.2306   28.3176   21.8652 
  30.8222    9.1742   10.2312   28.3161   21.8647 
  30.8136    9.1670   10.2287   28.3131   21.8634 
  30.8072    9.1601   10.2344   28.3121   21.8637 
  30.8029    9.1557   10.2300   28.3112   21.8636 
  30.7991    9.1489   10.2317   28.3127   21.8658 
  30.8079    9.1412   10.2234   28.3279   21.8788 
  30.8041    9.1378   10.2343   28.3267   21.8784 
  30.8030    9.1334   10.2325   28.3291   21.8808 
  30.7948    9.1274   10.2319   28.3255   21.8790 
  30.7941    9.1203   10.2292   28.3304   21.8838 
  30.7805    9.1164   10.2331   28.3196   21.8760 
  30.7899    9.1112   10.2292   28.3333   21.8874 
  30.7856    9.1084   10.2292   28.3312   21.8862 
  30.7687    9.1026   10.2337   28.3186   21.8772 
  30.7739    9.0968   10.2284   28.3285   21.8858 
  30.7825    9.0917   10.2297   28.3413   21.8965 
  30.7822    9.0879   10.2314   28.3441   21.8992 
  30.7689    9.0842   10.2360   28.3335   21.8916 
  30.7783    9.0800   10.2375   28.3464   21.9022 
  30.7711    9.0749   10.2339   28.3431   21.9004 
  30.7759    9.0710   10.2343   28.3511   21.9072 
  30.7732    9.0666   10.2309   28.3519   21.9085 
  30.7705    9.0622   10.2346   28.3526   21.9097 
  30.7702    9.0587   10.2330   28.3551   21.9121 
  30.7660    9.0549   10.2314   28.3539   21.9117 
  30.7666    9.0508   10.2356   28.3577   21.9154 
  30.7568    9.0477   10.2367   28.3502   21.9099 
  30.7615    9.0433   10.2326   28.3584   21.9170 
  30.7620    9.0409   10.2346   28.3608   21.9193 
  30.7550    9.0360   10.2370   28.3576   21.9175 
  30.7599    9.0335   10.2343   28.3646   21.9233 
  30.7554    9.0298   10.2345   28.3629   21.9225 
  30.7591    9.0256   10.2368   28.3701   21.9287 
  30.7552    9.0217   10.2352   28.3692   21.9286 
  30.7511    9.0182   10.2359   28.3679   21.9281 
  30.7453    9.0105   10.2361   28.3681   21.9294 
  30.7333    9.0068   10.2386   28.3587   21.9226 
  30.7469    9.0026   10.2329   28.3760   21.9367 
  30.7452    8.9965   10.2352   28.3791   21.9400 
  30.7363    8.9911   10.2368   28.3743   21.9371 
  30.7384    8.9880   10.2322   28.3790   21.9411 
  30.7182    8.9818   10.2359   28.3633   21.9298 
  30.7368    8.9761   10.2359   28.3869   21.9490 
  30.7241    8.9674   10.2345   28.3808   21.9455 
  30.7156    8.9652   10.2399   28.3740   21.9406 
  30.7278    8.9588   10.2358   28.3914   21.9551 
  30.7161    8.9537   10.2388   28.3836   21.9498 
  30.7100    8.9454   10.2387   28.3840   21.9513 
  30.7171    8.9414   10.2345   28.3944   21.9600 
  30.7183    8.9353   10.2366   28.4005   21.9656 
  30.7139    8.9305   10.2371   28.3999   21.9658 
  30.7112    8.9246   10.2330   28.4018   21.9682 
  30.7080    8.9176   10.2378   28.4041   21.9711 
  30.6835    8.9099   10.2411   28.3852   21.9574 
  30.6987    8.9025   10.2381   28.4067   21.9752 
  30.6966    8.8993   10.2358   28.4071   21.9760 
  30.6948    8.8920   10.2340   28.4112   21.9802 
  30.6847    8.8850   10.2379   28.4064   21.9775 
  30.6828    8.8796   10.2377   28.4087   21.9802 
  30.6800    8.8713   10.2387   28.4126   21.9843 
  30.6689    8.8655   10.2381   28.4058   21.9799 
  30.6775    8.8609   10.2353   28.4182   21.9902 
  30.6732    8.8549   10.2342   28.4187   21.9915 
  30.6684    8.8463   10.2390   28.4206   21.9942 
  30.6629    8.8414   10.2372   28.4189   21.9936 
  30.6570    8.8344   10.2376   28.4185   21.9943 
  30.6463    8.8262   10.2383   28.4142   21.9921 
  30.6601    8.8227   10.2406   28.4311   22.0058 
  30.6497    8.8150   10.2392   28.4265   22.0034 
  30.6390    8.8070   10.2351   28.4219   22.0009 
  30.6376    8.7980   10.2419   28.4277   22.0067 
  30.6440    8.7936   10.2405   28.4379   22.0153 
  30.6360    8.7831   10.2414   28.4380   22.0169 
  30.6198    8.7780   10.2393   28.4255   22.0079 
  30.6318    8.7727   10.2417   28.4420   22.0216 
  30.6267    8.7628   10.2405   28.4447   22.0251 
  30.6261    8.7580   10.2391   28.4481   22.0284 
  30.6184    8.7510   10.2412   28.4458   22.0276 
  30.6185    8.7456   10.2396   28.4502   22.0318 
  30.6115    8.7378   10.2393   28.4492   22.0322 
  30.6042    8.7294   10.2393   28.4485   22.0329 
  30.6063    8.7251   10.2416   28.4541   22.0378 
  30.5970    8.7163   10.2402   28.4517   22.0372 
  30.5995    8.7091   10.2382   28.4600   22.0447 
  30.5920    8.7020   10.2410   28.4580   22.0442 
  30.5791    8.6945   10.2409   28.4507   22.0396 
  30.5908    8.6880   10.2434   28.4680   22.0540 
  30.5793    8.6797   10.2355   28.4629   22.0512 
  30.5825    8.6730   10.2409   28.4716   22.0589 
  30.5644    8.6646   10.2381   28.4597   22.0508 
  30.5735    8.6591   10.2397   28.4735   22.0624 
  30.5632    8.6539   10.2424   28.4670   22.0581 
  30.5660    8.6443   10.2411   28.4776   22.0677 
  30.5609    8.6395   10.2394   28.4762   22.0674 
  30.5510    8.6293   10.2393   28.4742   22.0672 
  30.5519    8.6219   10.2367   28.4811   22.0736 
  30.5506    8.6171   10.2412   28.4837   22.0763 
  30.5460    8.6097   10.2407   28.4849   22.0783 
  30.5434    8.5984   10.2424   28.4913   22.0850 
  30.5304    8.5936   10.2437   28.4817   22.0782 
  30.5374    8.5859   10.2412   28.4952   22.0898 
  30.5268    8.5794   10.2422   28.4895   22.0862 
  30.5206    8.5747   10.2399   28.4869   22.0849 
  30.5224    8.5658   10.2416   28.4960   22.0932 
  30.5167    8.5563   10.2407   28.4977   22.0959 
  30.5179    8.5529   10.2438   28.5018   22.0996 
  30.5082    8.5425   10.2420   28.5001   22.0998 
  30.5094    8.5377   10.2418   28.5051   22.1044 
  30.5054    8.5314   10.2408   28.5061   22.1060 
  30.4965    8.5221   10.2367   28.5044   22.1060 
  30.4826    8.5140   10.2421   28.4966   22.1011 
  30.4826    8.5038   10.2386   28.5048   22.1089 
  30.4854    8.4993   10.2432   28.5114   22.1147 
  30.4853    8.4920   10.2384   28.5172   22.1202 
  30.4792    8.4832   10.2404   28.5181   22.1222 
  30.4757    8.4756   10.2402   28.5205   22.1251 
  30.4687    8.4648   10.2413   28.5221   22.1279 
  30.4667    8.4605   10.2399   28.5234   22.1295 
  30.4507    8.4532   10.2422   28.5128   22.1223 
  30.4637    8.4472   10.2386   28.5311   22.1374 
  30.4541    8.4395   10.2383   28.5274   22.1356 
  30.4513    8.4318   10.2417   28.5307   22.1393 
  30.4410    8.4247   10.2384   28.5258   22.1364 
  30.4414    8.4115   10.2438   28.5368   22.1469 
  30.4404    8.4106   10.2406   28.5366   22.1468 
  30.4323    8.4017   10.2379   28.5353   22.1470 
  30.4272    8.3955   10.2409   28.5351   22.1477 
  30.4310    8.3857   10.2373   28.5470   22.1584 
  30.4291    8.3803   10.2371   28.5493   22.1610 
  30.4229    8.3730   10.2382   28.5489   22.1617 
  30.4158    8.3644   10.2392   28.5485   22.1626 
  30.4136    8.3560   10.2390   28.5530   22.1673 
  30.3999    8.3484   10.2385   28.5449   22.1620 
  30.3885    8.3426   10.2388   28.5378   22.1573 
  30.3976    8.3320   10.2415   28.5559   22.1729 
  30.3969    8.3258   10.2351   28.5601   22.1770 
  30.3883    8.3195   10.2380   28.5564   22.1750 
  30.3842    8.3121   10.2419   28.5581   22.1774 
  30.3806    8.3055   10.2384   28.5597   22.1795 
  30.3813    8.2976   10.2406   28.5669   22.1863 
  30.3717    8.2891   10.2372   28.5638   22.1850 
  30.3704    8.2791   10.2364   28.5706   22.1917 
  30.3587    8.2748   10.2379   28.5618   22.1854 
  30.3588    8.2666   10.2375   28.5687   22.1920 
  30.3515    8.2606   10.2403   28.5660   22.1907 
  30.3468    8.2492   10.2375   28.5704   22.1957 
  30.3486    8.2444   10.2411   28.5761   22.2008 
  30.3397    8.2362   10.2372   28.5735   22.1999 
  30.3332    8.2304   10.2382   28.5714   22.1990 
  30.3369    8.2211   10.2391   28.5829   22.2094 
  30.3299    8.2144   10.2357   28.5811   22.2088 
  30.3275    8.2069   10.2365   28.5847   22.2127 
  30.3226    8.1985   10.2372   28.5864   22.2152 
  30.3216    8.1897   10.2338   28.5924   22.2211 
  30.3128    8.1828   10.2372   28.5889   22.2193 
  30.3078    8.1752   10.2369   28.5899   22.2211 
  30.3104    8.1684   10.2408   28.5982   22.2286 
  30.3058    8.1605   10.2373   28.5998   22.2309 
  30.2968    8.1545   10.2350   28.5953   22.2282 
  30.2963    8.1481   10.2377   28.6000   22.2327 
  30.2856    8.1387   10.2350   28.5965   22.2313 
  30.2881    8.1313   10.2402   28.6052   22.2391 
  30.2814    8.1236   10.2383   28.6044   22.2395 
  30.2792    8.1162   10.2361   28.6082   22.2435 
  30.2775    8.1102   10.2404   28.6112   22.2467 
  30.2635    8.1023   10.2316   28.6032   22.2414 
  30.2653    8.0932   10.2361   28.6124   22.2499 
  30.2653    8.0877   10.2343   28.6168   22.2542 
  30.2619    8.0793   10.2360   28.6202   22.2579 
  30.2515    8.0699   10.2351   28.6170   22.2567 
  30.2461    8.0632   10.2321   28.6169   22.2575 
  30.2449    8.0585   10.2333   28.6195   22.2602 
  30.2348    8.0474   10.2376   28.6180   22.2605 
  30.2288    8.0438   10.2356   28.6145   22.2584 
  30.2268    8.0339   10.2340   28.6205   22.2644 
  30.2189    8.0245   10.2343   28.6200   22.2652 
  30.2228    8.0195   10.2354   28.6281   22.2723 
  30.2210    8.0068   10.2347   28.6367   22.2807 
  30.2177    8.0045   10.2341   28.6351   22.2798 
  30.2062    7.9975   10.2345   28.6287   22.2757 
  30.2065    7.9895   10.2335   28.6356   22.2822 
  30.1972    7.9799   10.2335   28.6338   22.2821 
  30.1993    7.9745   10.2340   28.6404   22.2880 
  30.1933    7.9645   10.2337   28.6422   22.2908 
  30.1834    7.9610   10.2352   28.6348   22.2854 
  30.1870    7.9511   10.2353   28.6466   22.2960 
  30.1738    7.9420   10.2383   28.6403   22.2923 
  30.1740    7.9374   10.2332   28.6442   22.2960 
  30.1738    7.9280   10.2350   28.6517   22.3031 
  30.1653    7.9067   10.2365   28.6603   22.3127 
  30.1595    7.9116   10.2327   28.6502   22.3041 
  30.1599    7.9070   10.2382   28.6543   22.3079 
  30.1547    7.8991   10.2368   28.6554   22.3099 
  30.1518    7.8922   10.2368   28.6580   22.3128 
  30.1453    7.8847   10.2371   28.6573   22.3133 
  30.1419    7.8769   10.2356   28.6601   22.3165 
  30.1390    7.8718   10.2387   28.6612   22.3181 
  30.1340    7.8651   10.2393   28.6615   22.3193 
  30.1350    7.8593   10.2322   28.6672   22.3245 
  30.1216    7.8495   10.2395   28.6613   22.3212 
  30.1226    7.8448   10.2352   28.6662   22.3256 
  30.1132    7.8390   10.2330   28.6611   22.3224 
  30.1156    7.8305   10.2363   28.6705   22.3310 
  30.1107    7.8211   10.2386   28.6731   22.3343 
  30.1044    7.8155   10.2396   28.6711   22.3334 
  30.0947    7.8084   10.2406   28.6668   22.3309 
  30.0927    7.7987   10.2360   28.6727   22.3369 
  30.0894    7.7969   10.2380   28.6706   22.3355 
  30.0911    7.7899   10.2387   28.6782   22.3423 
  30.0836    7.7804   10.2343   28.6781   22.3435 
  30.0810    7.7738   10.2368   28.6807   22.3464 
  30.0693    7.7685   10.2398   28.6728   22.3410 
  30.0689    7.7581   10.2371   28.6809   22.3487 
  30.0660    7.7512   10.2371   28.6835   22.3516 
  30.0599    7.7439   10.2351   28.6831   22.3523 
  30.0485    7.7367   10.2387   28.6770   22.3485 
  30.0543    7.7307   10.2357   28.6880   22.3579 
  30.0457    7.7160   10.2398   28.6911   22.3623 
  30.0469    7.7164   10.2368   28.6921   22.3630 
  30.0319    7.7064   10.2376   28.6845   22.3584 
  30.0332    7.6895   10.2420   28.6997   22.3725 
  30.0315    7.6954   10.2365   28.6931   22.3666 
  30.0117    7.6877   10.2351   28.6784   22.3561 
  30.0245    7.6788   10.2392   28.6993   22.3736 
  30.0183    7.6717   10.2353   28.6987   22.3741 
  30.0103    7.6640   10.2359   28.6965   22.3734 
  30.0084    7.6581   10.2345   28.6994   22.3764 
  30.0047    7.6510   10.2345   28.7014   22.3789 
  29.9942    7.6399   10.2349   28.6995   22.3789 
  29.9871    7.6370   10.2354   28.6944   22.3753 
  29.9883    7.6300   10.2402   28.7014   22.3817 
  29.9829    7.6215   10.2359   28.7026   22.3838 
  29.9781    7.6169   10.2382   28.7014   22.3834 
  29.9680    7.6098   10.2386   28.6965   22.3805 
  29.9703    7.6010   10.2358   28.7062   22.3893 
  29.9653    7.5954   10.2389   28.7055   22.3895 
  29.9554    7.5821   10.2403   28.7061   22.3916 
  29.9526    7.5794   10.2421   28.7054   22.3914 
  29.9505    7.5720   10.2369   28.7093   22.3955 
  29.9459    7.5664   10.2380   28.7090   22.3960 
  29.9301    7.5567   10.2367   28.7003   22.3904 
  29.9218    7.5492   10.2358   28.6977   22.3893 
  29.9328    7.5432   10.2338   28.7143   22.4031 
  29.9141    7.5357   10.2347   28.7007   22.3934 
  29.9225    7.5275   10.2364   28.7164   22.4068 
  29.9186    7.5230   10.2356   28.7160   22.4071 
  29.9146    7.5156   10.2358   28.7178   22.4095 
  29.9073    7.5069   10.2356   28.7172   22.4102 
  29.9028    7.4997   10.2338   28.7185   22.4121 
  29.8998    7.4941   10.2378   28.7199   22.4139 
  29.8938    7.4862   10.2362   28.7201   22.4151 
  29.8869    7.4823   10.2336   28.7160   22.4124 
  29.8884    7.4764   10.2356   28.7224   22.4182 
  29.8791    7.4687   10.2379   28.7189   22.4164 
  29.8776    7.4610   10.2397   28.7237   22.4212 
  29.8752    7.4549   10.2336   28.7263   22.4240 
  29.8683    7.4468   10.2332   28.7256   22.4245 
  29.8632    7.4428   10.2345   28.7235   22.4234 
  29.8592    7.4354   10.2353   28.7253   22.4258 
  29.8561    7.4282   10.2347   28.7281   22.4289 
  29.8407    7.4185   10.2386   28.7198   22.4236 
  29.8486    7.4141   10.2317   28.7317   22.4335 
  29.8410    7.4065   10.2348   28.7300   22.4332 
  29.8423    7.4000   10.2316   28.7367   22.4393 
  29.8326    7.3896   10.2366   28.7350   22.4393 
  29.8241    7.3854   10.2332   28.7295   22.4355 
  29.8291    7.3801   10.2336   28.7392   22.4438 
  29.8236    7.3739   10.2347   28.7385   22.4441 
  29.8096    7.3654   10.2370   28.7307   22.4390 
  29.8069    7.3592   10.2381   28.7329   22.4416 
  29.8048    7.3525   10.2304   28.7362   22.4450 
  29.8048    7.3473   10.2316   28.7405   22.4490 
  29.7980    7.3393   10.2316   28.7399   22.4495 
  29.7888    7.3308   10.2343   28.7372   22.4486 
  29.7891    7.3251   10.2322   28.7423   22.4533 
  29.7832    7.3154   10.2320   28.7440   22.4558 
  29.7792    7.3104   10.2356   28.7439   22.4564 
  29.7722    7.3008   10.2353   28.7444   22.4580 
  29.7698    7.2954   10.2332   28.7463   22.4602 
  29.7670    7.2888   10.2300   28.7488   22.4630 
  29.7599    7.2791   10.2327   28.7494   22.4647 
  29.7557    7.2713   10.2316   28.7513   22.4672 
  29.7419    7.2678   10.2322   28.7394   22.4583 
  29.7354    7.2613   10.2334   28.7380   22.4580 
  29.7344    7.2538   10.2348   28.7432   22.4630 
  29.7303    7.2462   10.2376   28.7451   22.4655 
  29.7311    7.2393   10.2333   28.7517   22.4716 
  29.7242    7.2320   10.2335   28.7504   22.4714 
  29.7252    7.2255   10.2315   28.7568   22.4774 
  29.7172    7.2122   10.2282   28.7594   22.4810 
  29.7043    7.2127   10.2313   28.7452   22.4698 
  29.7122    7.2060   10.2322   28.7592   22.4816 
  29.7034    7.1987   10.2312   28.7558   22.4799 
  29.7020    7.1901   10.2327   28.7615   22.4855 
  29.6938    7.1863   10.2294   28.7559   22.4815 
  29.6890    7.1725   10.2317   28.7622   22.4883 
  29.6905    7.1722   10.2357   28.7641   22.4898 
  29.6838    7.1661   10.2297   28.7620   22.4889 
  29.6763    7.1605   10.2313   28.7586   22.4870 
  29.6775    7.1525   10.2322   28.7666   22.4942 
  29.6705    7.1465   10.2340   28.7642   22.4931 
  29.6666    7.1370   10.2326   28.7678   22.4972 
  29.6638    7.1347   10.2361   28.7668   22.4967 
  29.6482    7.1263   10.2342   28.7571   22.4901 
  29.6536    7.1226   10.2319   28.7660   22.4975 
  29.6483    7.1124   10.2309   28.7687   22.5009 
  29.6456    7.1079   10.2329   28.7696   22.5022 
  29.6412    7.1005   10.2315   28.7711   22.5043 
  29.6391    7.0923   10.2314   28.7757   22.5089 
  29.6335    7.0864   10.2341   28.7746   22.5089 
  29.6262    7.0798   10.2284   28.7723   22.5078 
  29.6154    7.0754   10.2310   28.7643   22.5021 
  29.6187    7.0648   10.2322   28.7768   22.5132 
  29.6139    7.0594   10.2281   28.7762   22.5134 
  29.6100    7.0528   10.2311   28.7775   22.5153 
  29.5987    7.0468   10.2277   28.7703   22.5104 
  29.6010    7.0404   10.2246   28.7782   22.5174 
  29.5895    7.0323   10.2302   28.7726   22.5140 
  29.5925    7.0261   10.2270   28.7810   22.5213 
  29.5829    7.0184   10.2306   28.7771   22.5193 
  29.5843    7.0121   10.2294   28.7839   22.5254 
  29.5759    7.0044   10.2278   28.7813   22.5243 
  29.5708    7.0001   10.2265   28.7794   22.5233 
  29.5566    6.9886   10.2297   28.7737   22.5203 
  29.5681    6.9856   10.2290   28.7886   22.5324 
  29.5498    6.9774   10.2250   28.7758   22.5233 
